record_index,site,file_offset,target,target_internal
2,21344,0x0001CEA0,10042,True
2,21373,0x0001CEBD,10082,True
2,21376,0x0001CEC0,19301,True
2,19309,0x0001C6AD,10166,True
2,19325,0x0001C6BD,19261,True
2,49139,0x00023B33,47272,True
2,49155,0x00023B43,49398,True
2,47288,0x000233F8,9972,True
2,47312,0x00023410,9972,True
2,47336,0x00023428,9972,True
2,49132,0x00023B2C,49137,True
2,19285,0x0001C695,10143,True
2,34873,0x00020379,9972,True
2,34891,0x0002038B,9972,True
2,34909,0x0002039D,9972,True
2,35088,0x00020450,34975,True
2,35189,0x000204B5,49247,True
2,49255,0x00023BA7,49292,True
2,49258,0x00023BAA,49292,True
2,49261,0x00023BAD,49292,True
2,49264,0x00023BB0,49292,True
2,35121,0x00020471,9484,True
2,35139,0x00020483,9484,True
2,35156,0x00020494,9484,True
2,35169,0x000204A1,9484,True
2,35000,0x000203F8,9484,True
2,35017,0x00020409,9484,True
2,35035,0x0002041B,9484,True
2,35054,0x0002042E,9484,True
2,34970,0x000203DA,34975,True
2,34948,0x000203C4,50227,False
2,36370,0x00020952,9972,True
2,36388,0x00020964,9972,True
2,36406,0x00020976,9972,True
2,36556,0x00020A0C,34975,True
2,36645,0x00020A65,49247,True
2,36584,0x00020A28,9387,True
2,36597,0x00020A35,9387,True
2,36609,0x00020A41,9387,True
2,36621,0x00020A4D,9387,True
2,36449,0x000209A1,34975,True
2,36475,0x000209BB,9387,True
2,36491,0x000209CB,9387,True
2,36504,0x000209D8,9387,True
2,36518,0x000209E6,9387,True
2,48329,0x00023809,10082,True
2,48358,0x00023826,34806,True
2,31195,0x0001F51B,49247,True
2,31226,0x0001F53A,10082,True
2,31262,0x0001F55E,9991,True
2,31404,0x0001F5EC,49247,True
2,31435,0x0001F60B,10082,True
2,31471,0x0001F62F,9991,True
2,18094,0x0001C1EE,17482,True
2,18102,0x0001C1F6,18070,True
2,18105,0x0001C1F9,17815,True
2,18111,0x0001C1FF,18075,True
2,17756,0x0001C09C,9991,True
2,17780,0x0001C0B4,10042,True
2,17818,0x0001C0DA,48594,True
2,17821,0x0001C0DD,20992,True
2,17880,0x0001C118,10082,True
2,17894,0x0001C126,10213,True
2,17923,0x0001C143,49007,True
2,49008,0x00023AB0,10082,True
2,18064,0x0001C1D0,37338,True
2,37507,0x00020DC3,10054,True
2,37513,0x00020DC9,10082,True
2,37520,0x00020DD0,48256,True
2,37615,0x00020E2F,49247,True
2,48264,0x000237C8,31121,True
2,48270,0x000237CE,10082,True
2,48312,0x000237F8,10082,True
2,36737,0x00020AC1,9972,True
2,36761,0x00020AD9,9972,True
2,36785,0x00020AF1,9972,True
2,36826,0x00020B1A,49247,True
2,36888,0x00020B58,9972,True
2,36912,0x00020B70,9972,True
2,36936,0x00020B88,9972,True
2,36977,0x00020BB1,49247,True
2,37434,0x00020D7A,10054,True
2,37440,0x00020D80,10082,True
2,37447,0x00020D87,36669,True
2,37651,0x00020E53,46715,True
2,46734,0x000231CE,19301,True
2,46839,0x00023237,9324,True
2,46882,0x00023262,40157,True
2,46894,0x0002326E,44370,True
2,46897,0x00023271,49357,True
2,49365,0x00023C15,39107,True
2,39110,0x00021406,49197,True
2,39124,0x00021414,44910,True
2,39178,0x0002144A,49247,True
2,39183,0x0002144F,46997,True
2,39198,0x0002145E,9466,True
2,39203,0x00021463,46997,True
2,39221,0x00021475,9484,True
2,39224,0x00021478,9362,True
2,39256,0x00021498,9362,True
2,39367,0x00021507,49465,True
2,49472,0x00023C80,49270,True
2,39316,0x000214D4,46997,True
2,39348,0x000214F4,9484,True
2,47016,0x000232E8,49270,True
2,47069,0x0002331D,49270,True
2,47074,0x00023322,49270,True
2,39292,0x000214BC,49270,True
2,39295,0x000214BF,49270,True
2,39298,0x000214C2,49270,True
2,39301,0x000214C5,49270,True
2,39304,0x000214C8,49270,True
2,39307,0x000214CB,49270,True
2,39232,0x00021480,49465,True
2,39130,0x0002141A,49270,True
2,44918,0x00022AB6,49270,True
2,44959,0x00022ADF,49270,True
2,44969,0x00022AE9,49270,True
2,44974,0x00022AEE,49270,True
2,45033,0x00022B29,49270,True
2,45036,0x00022B2C,49270,True
2,45007,0x00022B0F,49270,True
2,44938,0x00022ACA,49270,True
2,49209,0x00023B79,49270,True
2,44381,0x0002289D,10094,True
2,44409,0x000228B9,9643,True
2,44415,0x000228BF,10082,True
2,44420,0x000228C4,49247,True
2,44538,0x0002293A,49247,True
2,44446,0x000228DE,9955,True
2,44456,0x000228E8,49247,True
2,44490,0x0002290A,10082,True
2,40180,0x00021834,49207,True
2,40192,0x00021840,44910,True
2,40375,0x000218F7,44910,True
2,40386,0x00021902,49465,True
2,40304,0x000218B0,9387,True
2,40308,0x000218B4,44910,True
2,40340,0x000218D4,9387,True
2,40242,0x00021872,49465,True
2,40198,0x00021846,49270,True
2,46774,0x000231F6,49247,True
2,49169,0x00023B51,31121,True
2,33576,0x0001FE68,9324,True
2,33609,0x0001FE89,9324,True
2,33700,0x0001FEE4,9324,True
2,33731,0x0001FF03,9324,True
2,33792,0x0001FF40,10213,True
2,33798,0x0001FF46,10082,True
2,33842,0x0001FF72,10082,True
2,33874,0x0001FF92,10082,True
2,33903,0x0001FFAF,10082,True
2,33932,0x0001FFCC,10082,True
2,40115,0x000217F3,17994,True
2,40089,0x000217D9,32642,True
2,32647,0x0001FAC7,10175,True
2,32652,0x0001FACC,30847,True
2,30864,0x0001F3D0,9484,True
2,30689,0x0001F321,9387,True
2,30714,0x0001F33A,9484,True
2,30739,0x0001F353,9387,True
2,30769,0x0001F371,9484,True
2,30787,0x0001F383,9387,True
2,30818,0x0001F3A2,9484,True
2,30837,0x0001F3B5,9387,True
2,30938,0x0001F41A,9387,True
2,30963,0x0001F433,9484,True
2,30988,0x0001F44C,9387,True
2,31018,0x0001F46A,9484,True
2,31036,0x0001F47C,9387,True
2,31067,0x0001F49B,9484,True
2,31086,0x0001F4AE,9387,True
2,31113,0x0001F4C9,9484,True
2,39972,0x00021764,32642,True
